Sales,Ship Mode,Segment,Region,Category,Sub-Category,Order Date,Ship Date,days_to_ship
25.344,Second Class,Consumer,West,Office Supplies,Paper,2018-02-06,2018-05-06,89.0
43.92,Second Class,Consumer,West,Office Supplies,Envelopes,2018-02-06,2018-05-06,89.0
45.68,Second Class,Consumer,West,Office Supplies,Paper,2015-08-12,2015-10-12,61.0
603.92,Second Class,Consumer,West,Furniture,Chairs,2015-08-12,2015-10-12,61.0
7.056,First Class,Consumer,Central,Office Supplies,Art,2018-03-04,2018-05-04,61.0
360.38,Standard Class,Consumer,East,Office Supplies,Storage,2017-05-06,2017-11-06,184.0
11.16,Standard Class,Consumer,East,Office Supplies,Art,2017-05-06,2017-11-06,184.0
14.94,Standard Class,Consumer,East,Office Supplies,Labels,2017-05-06,2017-11-06,184.0
26.38,Second Class,Consumer,East,Office Supplies,Paper,2018-06-03,2018-11-03,153.0
71.97,Second Class,Consumer,East,Furniture,Furnishings,2018-06-03,2018-11-03,153.0
42.784,First Class,Corporate,Central,Office Supplies,Paper,2017-03-03,2017-06-03,92.0
563.43,First Class,Corporate,Central,Furniture,Chairs,2017-03-03,2017-06-03,92.0
119.96,Second Class,Home Office,Central,Technology,Phones,2016-08-12,2016-10-12,61.0
62.91,Second Class,Consumer,South,Technology,Accessories,2015-06-08,2015-11-08,153.0
665.88,Standard Class,Home Office,West,Furniture,Furnishings,2016-03-05,2016-08-05,153.0
3.912,Standard Class,Consumer,Central,Office Supplies,Art,2017-04-09,2017-09-09,153.0
62.376,Standard Class,Consumer,Central,Office Supplies,Art,2017-04-09,2017-09-09,153.0
180.96,Standard Class,Home Office,West,Office Supplies,Binders,2015-05-07,2015-11-07,184.0
523.764,First Class,Corporate,South,Furniture,Tables,2018-04-11,2018-05-11,30.0
1359.96,First Class,Corporate,South,Technology,Phones,2018-04-11,2018-05-11,30.0
25.06,Same Day,Consumer,Central,Office Supplies,Labels,2018-05-03,2018-05-03,0.0
19.824,Standard Class,Consumer,Central,Office Supplies,Labels,2016-05-11,2016-09-11,123.0
823.96,Same Day,Consumer,South,Technology,Phones,2017-08-07,2017-08-07,0.0
15.984,Same Day,Consumer,South,Office Supplies,Paper,2017-08-07,2017-08-07,0.0
107.44,Standard Class,Corporate,Central,Office Supplies,Storage,2015-07-10,2015-12-10,153.0
1458.65,Standard Class,Corporate,Central,Furniture,Chairs,2018-07-05,2018-11-05,123.0
26.64,Standard Class,Corporate,Central,Furniture,Chairs,2018-07-05,2018-11-05,123.0
476.8,Standard Class,Corporate,Central,Furniture,Chairs,2018-07-05,2018-11-05,123.0
87.444,Standard Class,Corporate,Central,Office Supplies,Appliances,2018-07-05,2018-11-05,123.0
170.352,Standard Class,Corporate,South,Furniture,Chairs,2015-08-06,2015-12-06,122.0
85.96,Standard Class,Corporate,Central,Office Supplies,Paper,2016-04-12,2016-09-12,153.0
4.95,Standard Class,Home Office,West,Furniture,Furnishings,2018-06-06,2018-10-06,122.0
26.4,Standard Class,Home Office,West,Office Supplies,Storage,2018-06-06,2018-10-06,122.0
40.176,Standard Class,Consumer,East,Office Supplies,Binders,2015-03-05,2015-10-05,214.0
10.896,Standard Class,Consumer,East,Office Supplies,Binders,2015-03-05,2015-10-05,214.0
23.472,Second Class,Consumer,South,Office Supplies,Envelopes,2017-05-09,2017-07-09,61.0
86.058,Second Class,Consumer,South,Office Supplies,Binders,2017-05-09,2017-07-09,61.0
108.784,Second Class,Consumer,South,Technology,Phones,2017-05-09,2017-07-09,61.0
10.272,Second Class,Consumer,South,Office Supplies,Paper,2017-05-09,2017-07-09,61.0
49.632,First Class,Corporate,Central,Office Supplies,Storage,2015-05-04,2015-07-04,61.0
52.096,First Class,Corporate,Central,Office Supplies,Storage,2015-05-04,2015-07-04,61.0
4.368,Standard Class,Corporate,South,Office Supplies,Art,2015-05-07,2015-12-07,214.0
134.85,Second Class,Consumer,Central,Technology,Phones,2017-03-03,2017-08-03,153.0
8.56,Standard Class,Consumer,South,Office Supplies,Art,2015-02-06,2015-06-06,120.0
239.97,Standard Class,Consumer,South,Technology,Phones,2015-02-06,2015-06-06,120.0
356.94,Standard Class,Consumer,South,Office Supplies,Storage,2015-02-06,2015-06-06,120.0
48.9,Standard Class,Home Office,South,Technology,Accessories,2018-01-05,2018-05-05,120.0
3.552,Standard Class,Corporate,Central,Office Supplies,Fasteners,2018-07-12,2018-12-12,153.0
15.552,Standard Class,Corporate,Central,Office Supplies,Paper,2018-07-12,2018-12-12,153.0
127.984,First Class,Consumer,East,Technology,Accessories,2018-07-12,2018-09-12,62.0
10.368,Standard Class,Corporate,Central,Office Supplies,Paper,2016-03-01,2016-08-01,153.0
270.34,Second Class,Home Office,West,Office Supplies,Storage,2016-02-10,2016-07-10,151.0
98.112,Standard Class,Home Office,East,Office Supplies,Appliances,2016-05-04,2016-10-04,153.0
563.808,Standard Class,Home Office,East,Office Supplies,Storage,2016-05-04,2016-10-04,153.0
10.428,Standard Class,Home Office,East,Office Supplies,Binders,2016-05-04,2016-10-04,153.0
547.136,Standard Class,Home Office,East,Furniture,Furnishings,2016-05-04,2016-10-04,153.0
14.85,Standard Class,Home Office,East,Technology,Phones,2016-05-04,2016-10-04,153.0
41.988,Standard Class,Home Office,East,Technology,Phones,2016-05-04,2016-10-04,153.0
7.584,Standard Class,Home Office,East,Furniture,Furnishings,2016-05-04,2016-10-04,153.0
352.45,Standard Class,Home Office,East,Furniture,Bookcases,2016-05-04,2016-10-04,153.0
470.376,First Class,Consumer,Central,Technology,Phones,2018-05-06,2018-06-06,31.0
61.68,Standard Class,Corporate,South,Office Supplies,Storage,2016-01-12,2016-07-12,182.0
63.96,Standard Class,Corporate,South,Office Supplies,Binders,2016-01-12,2016-07-12,182.0
9.4,Standard Class,Consumer,West,Office Supplies,Art,2018-02-09,2018-08-09,181.0
74.0,Standard Class,Consumer,West,Office Supplies,Labels,2018-02-09,2018-08-09,181.0
201.584,Standard Class,Consumer,West,Technology,Phones,2018-02-09,2018-08-09,181.0
1424.9,Same Day,Consumer,Central,Furniture,Chairs,2017-10-12,2017-10-12,0.0
159.984,Standard Class,Corporate,West,Technology,Phones,2017-01-03,2017-08-03,212.0
5.47,Standard Class,Consumer,Central,Furniture,Furnishings,2015-04-04,2015-09-04,153.0
79.36,Standard Class,Consumer,Central,Office Supplies,Art,2015-04-04,2015-09-04,153.0
88.04,Standard Class,Consumer,East,Office Supplies,Art,2017-01-04,2017-06-04,151.0
5.728,Standard Class,Corporate,Central,Office Supplies,Binders,2016-01-06,2016-05-06,121.0
42.24,Standard Class,Corporate,Central,Office Supplies,Paper,2016-01-06,2016-05-06,121.0
8.94,Standard Class,Home Office,West,Office Supplies,Fasteners,2018-02-10,2018-07-10,150.0
84.784,Standard Class,Home Office,West,Technology,Phones,2018-02-10,2018-07-10,150.0
287.968,Second Class,Consumer,West,Furniture,Chairs,2017-07-07,2017-09-07,62.0
2799.96,Second Class,Consumer,West,Technology,Copiers,2017-07-07,2017-09-07,62.0
48.94,Second Class,Consumer,West,Office Supplies,Paper,2017-07-07,2017-09-07,62.0
286.344,Standard Class,Consumer,East,Office Supplies,Supplies,2015-03-11,2015-08-11,153.0
63.552,Standard Class,Corporate,South,Furniture,Furnishings,2016-01-05,2016-05-05,121.0
41.376,Standard Class,Corporate,South,Office Supplies,Supplies,2016-01-05,2016-05-05,121.0
172.704,Standard Class,Corporate,South,Office Supplies,Art,2016-01-05,2016-05-05,121.0
512.94,Standard Class,Consumer,Central,Furniture,Bookcases,2016-08-03,2016-12-03,122.0
860.93,Standard Class,Consumer,Central,Furniture,Chairs,2016-08-03,2016-12-03,122.0
769.95,Standard Class,Consumer,Central,Technology,Phones,2016-08-03,2016-12-03,122.0
14.98,Standard Class,Consumer,Central,Office Supplies,Art,2016-08-03,2016-12-03,122.0
373.08,Standard Class,Consumer,Central,Furniture,Furnishings,2016-08-03,2016-12-03,122.0
637.896,Standard Class,Consumer,Central,Furniture,Tables,2017-03-03,2017-08-03,153.0
287.91,Standard Class,Consumer,Central,Technology,Machines,2017-03-03,2017-08-03,153.0
36.6,Standard Class,Consumer,Central,Office Supplies,Envelopes,2017-03-03,2017-08-03,153.0
474.43,Standard Class,Consumer,West,Furniture,Furnishings,2018-01-01,2018-05-01,120.0
18.693,Same Day,Corporate,East,Office Supplies,Binders,2017-12-12,2017-12-12,0.0
383.952,Same Day,Corporate,East,Technology,Accessories,2017-12-12,2017-12-12,0.0
9.156,Standard Class,Corporate,Central,Office Supplies,Binders,2016-02-04,2016-07-04,151.0
68.112,Standard Class,Consumer,Central,Technology,Accessories,2017-01-11,2017-07-11,181.0
7.52,Standard Class,Corporate,South,Office Supplies,Fasteners,2015-01-11,2015-05-11,120.0
10.272,Standard Class,Corporate,South,Office Supplies,Art,2015-01-11,2015-05-11,120.0
47.808,Standard Class,Corporate,South,Office Supplies,Labels,2015-01-11,2015-05-11,120.0
978.84,Standard Class,Corporate,South,Technology,Phones,2015-01-11,2015-05-11,120.0
999.98,Second Class,Home Office,Central,Technology,Copiers,2016-06-12,2016-08-12,61.0
7.857,First Class,Home Office,West,Office Supplies,Binders,2018-07-09,2018-09-09,62.0
302.384,Second Class,Corporate,West,Technology,Phones,2017-04-08,2017-06-08,61.0
20.952,Second Class,Corporate,West,Office Supplies,Binders,2017-04-08,2017-06-08,61.0
11.784,Second Class,Corporate,West,Office Supplies,Binders,2017-04-08,2017-06-08,61.0
20.7,Standard Class,Corporate,East,Office Supplies,Labels,2017-01-04,2017-05-04,120.0
10.95,Standard Class,Corporate,East,Office Supplies,Supplies,2017-01-04,2017-05-04,120.0
14.352,Standard Class,Corporate,East,Office Supplies,Binders,2017-01-04,2017-05-04,120.0
13.96,Same Day,Consumer,East,Office Supplies,Storage,2016-07-09,2016-07-09,0.0
27.414,Same Day,Consumer,East,Furniture,Tables,2016-07-09,2016-07-09,0.0
8.856,Standard Class,Corporate,Central,Office Supplies,Labels,2016-02-05,2016-07-05,151.0
158.376,Standard Class,Corporate,Central,Technology,Phones,2016-02-05,2016-07-05,151.0
19.04,Standard Class,Consumer,East,Technology,Accessories,2018-04-09,2018-10-09,183.0
37.44,Same Day,Consumer,West,Office Supplies,Paper,2018-11-05,2018-12-05,30.0
37.59,Same Day,Consumer,West,Office Supplies,Labels,2018-11-05,2018-12-05,30.0
26.032,Same Day,Consumer,West,Office Supplies,Binders,2018-11-05,2018-12-05,30.0
54.66,First Class,Consumer,South,Office Supplies,Art,2018-06-05,2018-09-05,92.0
11.952,Standard Class,Consumer,South,Office Supplies,Paper,2016-02-07,2016-09-07,213.0
15.552,Standard Class,Consumer,South,Office Supplies,Paper,2016-02-07,2016-09-07,213.0
112.12,Standard Class,Home Office,West,Office Supplies,Binders,2018-02-10,2018-08-10,181.0
1575.14,Standard Class,Home Office,West,Office Supplies,Storage,2018-02-10,2018-08-10,181.0
37.392,First Class,Consumer,East,Office Supplies,Storage,2018-01-12,2018-04-12,90.0
79.12,First Class,Consumer,East,Furniture,Furnishings,2018-01-12,2018-04-12,90.0
29.24,Standard Class,Consumer,East,Office Supplies,Labels,2018-07-09,2018-11-09,123.0
15.552,Standard Class,Consumer,East,Office Supplies,Paper,2018-07-09,2018-11-09,123.0
4.896,Standard Class,Consumer,East,Office Supplies,Envelopes,2018-07-09,2018-11-09,123.0
47.984,Second Class,Consumer,East,Technology,Accessories,2016-05-12,2016-09-12,123.0
26.064,Second Class,Consumer,East,Office Supplies,Binders,2016-05-12,2016-09-12,123.0
15.696,Standard Class,Corporate,Central,Office Supplies,Paper,2015-01-11,2015-08-11,212.0
14.2,Same Day,Consumer,South,Office Supplies,Binders,2017-01-07,2017-01-07,0.0
12.96,Same Day,Consumer,South,Office Supplies,Paper,2017-01-07,2017-01-07,0.0
58.34,Same Day,Consumer,South,Office Supplies,Binders,2017-01-07,2017-01-07,0.0
629.95,Standard Class,Corporate,South,Technology,Phones,2015-07-04,2015-12-04,153.0
122.97,Standard Class,Corporate,South,Office Supplies,Paper,2015-07-04,2015-12-04,153.0
14.976,Standard Class,Home Office,West,Office Supplies,Binders,2018-06-03,2018-10-03,122.0
4.24,Standard Class,Consumer,Central,Office Supplies,Binders,2018-07-10,2018-11-10,123.0
319.96,Standard Class,Home Office,East,Technology,Accessories,2018-06-10,2018-12-10,183.0
17.04,Standard Class,Home Office,East,Office Supplies,Paper,2018-06-10,2018-12-10,183.0
344.91,Standard Class,Home Office,East,Office Supplies,Storage,2018-06-10,2018-12-10,183.0
81.94,First Class,Corporate,East,Furniture,Bookcases,2017-05-12,2017-07-12,61.0
21.12,Same Day,Consumer,Central,Office Supplies,Paper,2016-08-07,2016-08-07,0.0
394.816,Standard Class,Consumer,East,Office Supplies,Appliances,2017-03-12,2017-08-12,153.0
18.192,Standard Class,Consumer,East,Office Supplies,Binders,2017-03-12,2017-08-12,153.0
7.31,Same Day,Home Office,East,Office Supplies,Labels,2016-10-12,2016-10-12,0.0
799.984,Same Day,Home Office,East,Technology,Copiers,2016-10-12,2016-10-12,0.0
41.28,Same Day,Home Office,East,Office Supplies,Paper,2016-10-12,2016-10-12,0.0
184.66,Same Day,Home Office,East,Office Supplies,Paper,2016-10-12,2016-10-12,0.0
9.42,Second Class,Consumer,South,Office Supplies,Paper,2015-05-05,2015-09-05,123.0
6.56,Second Class,Consumer,South,Office Supplies,Art,2015-05-05,2015-09-05,123.0
24.56,Second Class,Consumer,South,Office Supplies,Paper,2015-05-05,2015-09-05,123.0
128.4,Standard Class,Consumer,Central,Office Supplies,Binders,2017-04-03,2017-08-03,122.0
482.664,First Class,Corporate,West,Furniture,Bookcases,2018-01-04,2018-03-04,59.0
4799.984,First Class,Corporate,West,Technology,Machines,2018-01-04,2018-03-04,59.0
61.584,Standard Class,Home Office,West,Furniture,Chairs,2016-05-01,2016-10-01,153.0
332.028,Standard Class,Corporate,Central,Furniture,Furnishings,2018-05-07,2018-10-07,153.0
11.394,Standard Class,Corporate,Central,Office Supplies,Binders,2018-05-07,2018-10-07,153.0
15.552,Standard Class,Corporate,Central,Office Supplies,Paper,2018-05-07,2018-10-07,153.0
31.104,Standard Class,Corporate,Central,Office Supplies,Paper,2018-05-07,2018-10-07,153.0
6.316,Standard Class,Corporate,Central,Office Supplies,Binders,2018-05-07,2018-10-07,153.0
149.97,First Class,Home Office,South,Technology,Phones,2017-04-04,2017-05-04,30.0
27.81,First Class,Home Office,South,Office Supplies,Paper,2017-04-04,2017-05-04,30.0
88.08,Second Class,Consumer,East,Office Supplies,Binders,2017-01-12,2017-05-12,120.0
751.92,Second Class,Consumer,East,Furniture,Chairs,2017-01-12,2017-05-12,120.0
9.762,Standard Class,Corporate,West,Office Supplies,Binders,2016-04-09,2016-09-09,153.0
63.96,Standard Class,Consumer,Central,Technology,Accessories,2018-07-08,2018-11-08,123.0
11.673,Standard Class,Consumer,East,Office Supplies,Binders,2018-03-11,2018-08-11,153.0
863.128,Standard Class,Consumer,Central,Furniture,Tables,2017-05-11,2017-09-11,123.0
3.564,Standard Class,Consumer,Central,Office Supplies,Binders,2017-05-11,2017-09-11,123.0
956.6648,Standard Class,Consumer,Central,Furniture,Bookcases,2017-05-11,2017-09-11,123.0
12.588,Standard Class,Consumer,Central,Office Supplies,Binders,2017-05-11,2017-09-11,123.0
171.96,Standard Class,Consumer,Central,Technology,Accessories,2017-05-11,2017-09-11,123.0
129.39,Standard Class,Consumer,West,Furniture,Furnishings,2018-03-07,2018-10-07,214.0
54.32,Standard Class,Corporate,West,Office Supplies,Storage,2018-04-09,2018-10-09,183.0
59.752,Same Day,Consumer,Central,Office Supplies,Envelopes,2017-04-10,2017-04-10,0.0
666.344,Standard Class,Consumer,West,Technology,Phones,2015-04-11,2015-11-11,214.0
573.728,Standard Class,Consumer,West,Furniture,Tables,2015-04-11,2015-11-11,214.0
21.936,Standard Class,Consumer,West,Office Supplies,Binders,2015-04-11,2015-11-11,214.0
19.44,Standard Class,Consumer,West,Office Supplies,Paper,2015-04-11,2015-11-11,214.0
447.968,Standard Class,Consumer,West,Technology,Machines,2015-04-11,2015-11-11,214.0
16.78,Standard Class,Corporate,East,Office Supplies,Appliances,2015-08-09,2015-12-09,122.0
82.38,Standard Class,Consumer,South,Furniture,Furnishings,2018-07-12,2018-11-12,123.0
42.93,Standard Class,Consumer,East,Office Supplies,Paper,2018-01-04,2018-07-04,181.0
15.552,Standard Class,Consumer,South,Office Supplies,Paper,2018-03-10,2018-09-10,184.0
17.92,Standard Class,Consumer,South,Office Supplies,Appliances,2018-03-10,2018-09-10,184.0
19.99,Standard Class,Consumer,West,Technology,Accessories,2018-01-09,2018-06-09,151.0
22.92,Standard Class,Consumer,West,Office Supplies,Binders,2018-01-09,2018-06-09,151.0
95.84,Second Class,Consumer,West,Technology,Phones,2018-10-12,2018-12-12,61.0
12.96,Second Class,Consumer,West,Office Supplies,Paper,2018-10-12,2018-12-12,61.0
1598.058,Second Class,Consumer,South,Office Supplies,Binders,2016-04-12,2016-07-12,91.0
36.96,Second Class,Consumer,South,Office Supplies,Art,2016-04-12,2016-07-12,91.0
10.368,Same Day,Consumer,Central,Office Supplies,Paper,2018-11-12,2018-11-12,0.0
77.72,Same Day,Consumer,Central,Furniture,Furnishings,2018-11-12,2018-11-12,0.0
520.464,Same Day,Consumer,Central,Furniture,Chairs,2018-11-12,2018-11-12,0.0
104.9,Standard Class,Home Office,Central,Office Supplies,Binders,2017-05-11,2017-10-11,153.0
39.68,Standard Class,Home Office,Central,Office Supplies,Art,2017-05-11,2017-10-11,153.0
51.75,Standard Class,Home Office,Central,Office Supplies,Labels,2017-05-11,2017-10-11,153.0
70.368,Standard Class,Corporate,Central,Office Supplies,Art,2017-08-09,2017-12-09,122.0
59.96,Standard Class,Corporate,Central,Technology,Phones,2017-08-09,2017-12-09,122.0
172.186,Standard Class,Consumer,East,Furniture,Chairs,2015-07-07,2015-11-07,123.0
69.008,Standard Class,Consumer,East,Furniture,Furnishings,2015-07-07,2015-11-07,123.0
21.24,First Class,Consumer,East,Office Supplies,Art,2015-02-09,2015-04-09,59.0
34.8,Standard Class,Consumer,East,Technology,Accessories,2016-05-07,2016-10-07,153.0
38.976,Standard Class,Consumer,East,Office Supplies,Storage,2016-05-07,2016-10-07,153.0
5.78,Standard Class,Home Office,West,Office Supplies,Labels,2015-06-05,2015-11-05,153.0
107.94,Standard Class,Home Office,West,Office Supplies,Art,2015-06-05,2015-11-05,153.0
478.24,Second Class,Consumer,Central,Office Supplies,Binders,2018-09-04,2018-12-04,91.0
15.552,Standard Class,Consumer,South,Office Supplies,Art,2015-04-03,2015-09-03,153.0
20.0,Second Class,Consumer,South,Office Supplies,Fasteners,2017-03-11,2017-08-11,153.0
7.98,Second Class,Consumer,South,Office Supplies,Art,2017-03-11,2017-08-11,153.0
24.1,Second Class,Consumer,South,Furniture,Furnishings,2017-03-11,2017-08-11,153.0
8.75,Second Class,Consumer,South,Office Supplies,Art,2017-03-11,2017-08-11,153.0
842.94,Second Class,Consumer,South,Furniture,Tables,2017-03-11,2017-08-11,153.0
2.182,Standard Class,Consumer,Central,Office Supplies,Binders,2017-03-05,2017-08-05,153.0
27.384,Standard Class,Consumer,Central,Office Supplies,Art,2017-03-05,2017-08-05,153.0
26.406,Standard Class,Consumer,Central,Office Supplies,Appliances,2017-03-05,2017-08-05,153.0
25.4,First Class,Consumer,West,Furniture,Furnishings,2017-04-07,2017-06-07,61.0
43.96,First Class,Consumer,West,Office Supplies,Envelopes,2017-04-07,2017-06-07,61.0
1279.165,First Class,Consumer,West,Furniture,Bookcases,2017-04-07,2017-06-07,61.0
27.92,First Class,Consumer,West,Office Supplies,Storage,2017-04-07,2017-06-07,61.0
